23278,30,7.85,8,1
22728,13,7.92,8,1
30482,48,7.77,8,1
13226,16,7.86,8,1
8784,16,7.89,8,1
17951,13,7.87,8,1
9503,6,7.79,8,1
9325,26,7.77,8,1
10257,0,8.10,8,1
24451,5,7.86,8,1
12530,1,7.82,8,1
59409,453,7.76,8,1
21763,34,7.98,8,1
9471,24,7.88,8,1
79284,53,7.82,8,1
36182,7,7.87,8,1
32204,23,7.90,8,1
52686,60,7.82,8,1
26699,10,7.83,8,1
33736,12,7.86,8,1
31069,5,7.12,7,2
34263,2,7.13,7,2
31476,26,7.54,7.5,2
32556,422,8.09,8,2
43445,599,8.00,8,2
49099,112,7.58,7.5,2
60023,246,7.75,7.5,2
50358,823,8.18,8,2
57500,314,7.83,8,2
37790,18,7.80,8,2
34112,519,8.18,8,2
38481,242,8.15,8,2
86053,242,7.70,7.5,2
78142,458,7.81,8,2
80159,57,7.44,7.5,2
30825,34,7.32,7.5,2
45204,3,6.73,6.5,2
66897,27,7.12,7,2
66056,35,6.36,6.5,2
65376,11,5.74,5.5,2
45094,0,4.96,5,2
40535,331,7.93,8,2
58762,2,6.87,7,2
57874,33,7.65,7.5,2
60883,3,5.39,5.5,2
37606,9,7.50,7.5,2
50456,3,6.88,7,2
51992,3,5.69,5.5,2
36941,10,7.27,7.5,2
21636,6,7.58,7.5,2
33620,2,6.19,6,2
42475,6,7.56,7.5,2
40362,1,7.36,7.5,2
42738,0,7.23,7,2
39983,6,7.20,7,2
44638,2,7.14,7,2
46959,4,5.83,6,2
44869,0,5.35,5.5,2
48467,196,7.59,7.5,2
70288,27,7.38,7.5,2
56069,0,5.82,6,2
56893,328,7.76,8,2
62066,0,5.30,5.5,2
24417,3,6.87,7,3
44552,20,6.82,7,3
109793,6,7.08,7,3
64458,128,7.17,7,3
88510,13,7.35,7.5,3
62010,20,7.18,7,3
77509,68,7.34,7.5,3
59851,17,7.31,7.5,3
123771,31,7.05,7,3
54846,4,6.94,7,3
166033,6,7.06,7,3
44204,2,7.29,7.5,3
40952,13,7.58,7.5,3
16555,6,7.35,7.5,3
20051,15,7.70,7.5,3
26375,15,7.71,7.5,3
17314,22,7.41,7.5,3
18694,12,7.57,7.5,3
24214,3,7.23,7,3
33399,28,7.67,7.5,3
15594,113,7.58,7.5,3
8318,21,7.48,7.5,3
22676,30,7.33,7.5,3
14909,122,7.52,7.5,3
29088,35,7.50,7.5,3
11340,5,7.39,7.5,3
27318,11,7.26,7.5,3
19225,14,7.16,7,3
46349,0,4.31,4.5,4
25729,0,4.39,4.5,4
21457,0,3.91,4,4
48833,0,4.48,4.5,4
42261,0,4.27,4.5,4
28237,0,4.32,4.5,4
51820,0,4.16,4,4
37333,0,4.12,4,4
62483,0,4.16,4,4
110656,1,4.47,4.5,4
54627,0,4.43,4.5,4
68212,1,4.25,4.5,4
19636,0,4.34,4.5,4
15446,0,4.31,4.5,4
48565,0,4.36,4.5,4
37359,0,4.29,4.5,4
22817,0,4.16,4,4
56189,0,4.17,4,4
52828,0,4.20,4,4
24487,0,4.25,4,4
91943,0,4.41,4.5,4
49169,0,4.50,4.5,4
51801,1,4.16,4,4
35109,0,4.42,4.5,4
62804,0,4.38,4.5,4
26151,0,4.26,4.5,4
50200,0,4.25,4.5,4
40344,0,4.32,4.5,4
46550,0,4.40,4.5,4
61776,0,4.14,4,4
47985,1,4.52,4.5,4
40426,0,4.38,4.5,4
30038,0,4.10,4,4
39834,2,4.41,4.5,4
31986,2,4.38,4.5,4
23974,0,4.59,4.5,4
91033,0,5.02,5,4
224324,0,4.99,5,4
114475,0,5.06,5,4
103976,0,5.11,5,4
64963,0,5.19,5,4
109111,0,4.76,5,4
82222,0,4.65,4.5,4
46620,0,4.41,4.5,4
73010,0,5.13,5,4
104212,0,4.71,4.5,4
151011,0,5.06,5,4
73026,0,5.20,5,4
113334,0,5.22,5,4
75776,0,4.59,4.5,4
109739,0,5.34,5.5,4
65714,0,5.10,5,4
89544,0,4.99,5,4
151555,0,4.94,5,4
134410,0,4.90,5,4
120375,0,4.91,5,4
47865,0,4.74,4.5,4
101116,0,5.03,5,4
69566,0,5.20,5,4
138843,3,4.93,5,4
119570,0,4.67,4.5,4
79958,0,5.16,5,4
47700,0,5.19,5,4
166460,0,4.80,5,4
77557,0,5.24,5,4
104388,0,5.05,5,4
